timestamp,TimeUS,Message
1701854070.08502722,2269925,Frame: QUAD/PLUS
1701854070.08752608,2272424,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1701854070.26495504,2449853,SRC=250/250:AT-0016.0: set_parameters: ({})
1701854070.37990904,2564807,RC7: SaveWaypoint LOW
1701854070.38240814,2567306,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1701854070.47487116,2659769,SRC=250/250:AT-0016.2: Waiting for a heartbeat with mavlink pr
1701854070.84222412,3027122,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1701854071.84432316,4029221,SRC=250/250:AT-0017.6: Setting up RC parameters
1701854072.06673408,4251632,SRC=250/250:AT-0017.8: Waiting for mode STABILIZE
1701854072.07922912,4264127,RC7: SaveWaypoint MIDDLE
1701854072.08422709,4269125,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1701854072.08672619,4271624,AHRS: EKF3 active
1701854072.08922505,4274123,SRC=250/250:AT-0017.9: AP: EKF3 IMU0 initialised
1701854072.09172416,4276622,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1701854072.84225702,5027155,Frame: QUAD/PLUS
1701854072.84975410,5034652,Frame: QUAD/PLUS
1701854072.85725117,5042149,Frame: QUAD/PLUS
1701854072.86724710,5052145,SRC=250/250:AT-0018.6: Doing timesync roundtrip
1701854073.07716322,5262061,SRC=250/250:AT-0018.9: Received TIMESYNC response after 0.0000
1701854073.43202114,5616919,EKF3 IMU1 tilt alignment complete
1701854073.43701911,5621917,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1701854073.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1701854073.53697920,5721877,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1701854073.66442800,5849326,SRC=250/250:AT-0019.4: RC values good
1701854073.84435606,6029254,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1701854074.83979106,7024689,SRC=250/250:AT-0020.6: Doing timesync roundtrip
1701854074.87727618,7062174,SRC=250/250:AT-0020.7: Received TIMESYNC response after 0.0000
1701854075.07219815,7257096,SRC=250/250:AT-0020.9: Item (MISSION_ITEM_INT {target_system :
1701854075.07969499,7264593,Frame: QUAD/PLUS
1701854075.08719206,7272090,SRC=250/250:AT-0020.9: AP: Flight plan received
1701854075.27711606,7462014,SRC=250/250:AT-0021.1: Requesting item 0 (remaining=2)
1701854075.28461313,7469511,SRC=250/250:AT-0021.1: Requesting item 1 (remaining=1)
1701854075.29211020,7477008,SRC=250/250:AT-0021.1: Type is 0
1701854075.84438920,8029287,SRC=250/250:AT-0021.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1701854076.21923900,8404137,GPS 1: detected as u-blox at 230400 baud
1701854076.22173810,8406636,SRC=250/250:AT-0022.0: AP: GPS 1: detected as u-blox at 230400
1701854076.84482217,9029720,SRC=250/250:AT-0022.6: Waiting for ready to arm
1701854076.87231112,9057209,SRC=250/250:AT-0022.6: Sending param_request_read for (AHRS_EK
1701854077.15219903,9337097,SRC=250/250:AT-0022.9: Waiting for EKF value 831
