timestamp,TimeUS,Message
1701854426.09252405,2277422,Frame: QUAD/PLUS
1701854426.09502316,2279921,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1701854426.27245212,2457350,SRC=250/250:AT-0016.0: Reboot complete
1701854426.27495122,2459849,SRC=250/250:AT-0016.0: set_parameters: ({})
1701854426.37990904,2564807,RC7: SaveWaypoint LOW
1701854426.38240814,2567306,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1701854426.47487116,2659769,SRC=250/250:AT-0016.3: Waiting for a heartbeat with mavlink pr
1701854426.84472299,3029621,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1701854427.83932519,4024223,SRC=250/250:AT-0017.6: Setting up RC parameters
1701854428.06423521,4249133,SRC=250/250:AT-0017.8: Waiting for mode STABILIZE
1701854428.07922912,4264127,RC7: SaveWaypoint MIDDLE
1701854428.08422709,4269125,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1701854428.08672619,4271624,AHRS: EKF3 active
1701854428.08922505,4274123,SRC=250/250:AT-0017.9: AP: EKF3 IMU0 initialised
1701854428.09172416,4276622,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1701854428.83975816,5024656,Frame: QUAD/PLUS
1701854428.84475613,5029654,Frame: QUAD/PLUS
1701854428.84725499,5032153,Frame: QUAD/PLUS
1701854428.85475206,5039650,SRC=250/250:AT-0018.6: Doing timesync roundtrip
1701854428.87724304,5062141,SRC=250/250:AT-0018.7: Received TIMESYNC response after 0.0000
1701854429.43202114,5616919,EKF3 IMU1 tilt alignment complete
1701854429.43452001,5619418,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1701854429.46450806,5649406,SRC=250/250:AT-0019.2: RC values good
1701854429.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1701854429.53448009,5719378,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1701854429.83935809,6024256,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
