timestamp,TimeUS,Message
1701855353.08502722,2269925,Frame: QUAD/PLUS
1701855353.08752608,2272424,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1701855353.26745415,2452352,SRC=250/250:AT-0016.0: set_parameters: ({})
1701855353.37990904,2564807,RC7: SaveWaypoint LOW
1701855353.38740611,2572304,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1701855353.47487116,2659769,SRC=250/250:AT-0016.2: Waiting for a heartbeat with mavlink pr
1701855353.84222412,3027122,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1701855354.84432316,4029221,SRC=250/250:AT-0017.6: Setting up RC parameters
1701855355.06673408,4251632,SRC=250/250:AT-0017.8: Waiting for mode STABILIZE
1701855355.07922912,4264127,RC7: SaveWaypoint MIDDLE
1701855355.08422709,4269125,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1701855355.08672619,4271624,AHRS: EKF3 active
1701855355.09172416,4276622,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1701855355.84475613,5029654,Frame: QUAD/PLUS
1701855355.85225320,5037151,Frame: QUAD/PLUS
1701855355.85725117,5042149,Frame: QUAD/PLUS
1701855355.85975003,5044648,SRC=250/250:AT-0018.6: Doing timesync roundtrip
1701855355.87474418,5059642,SRC=250/250:AT-0018.7: Received TIMESYNC response after 0.0000
1701855356.43202114,5616919,EKF3 IMU1 tilt alignment complete
1701855356.43951821,5624416,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1701855356.46950603,5654404,SRC=250/250:AT-0019.2: RC values good
1701855356.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1701855356.53198099,5716879,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1701855356.83935809,6024256,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1701855357.84229016,7027188,SRC=250/250:AT-0020.6: Doing timesync roundtrip
1701855357.87227821,7057176,SRC=250/250:AT-0020.7: Received TIMESYNC response after 0.0000
1701855358.07219815,7257096,SRC=250/250:AT-0020.8: Item (MISSION_ITEM_INT {target_system :
1701855358.07969499,7264593,Frame: QUAD/PLUS
1701855358.08469319,7269591,SRC=250/250:AT-0020.9: AP: Flight plan received
1701855358.27211809,7457016,SRC=250/250:AT-0021.0: Requesting item 0 (remaining=2)
1701855358.27711606,7462014,SRC=250/250:AT-0021.1: Requesting item 1 (remaining=1)
1701855358.28461313,7469511,SRC=250/250:AT-0021.1: Type is 0
