timestamp,TimeUS,Message
1683639807.09002519,2274923,Frame: QUAD/PLUS
1683639807.09252405,2277422,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1683639807.26995301,2454851,SRC=250/250:AT-0016.0: Reboot complete
1683639807.27245212,2457350,SRC=250/250:AT-0016.0: set_parameters: ({})
1683639807.37990904,2564807,RC7: SaveWaypoint LOW
1683639807.38740611,2572304,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1683639807.47487116,2659769,SRC=250/250:AT-0016.2: Waiting for a heartbeat with mavlink pr
1683639807.83972502,3024623,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1683639808.84182405,4026722,SRC=250/250:AT-0017.6: Setting up RC parameters
1683639809.06923318,4254131,SRC=250/250:AT-0017.8: Waiting for mode STABILIZE
1683639809.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683639809.08422709,4269125,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1683639809.08672619,4271624,SRC=250/250:AT-0017.9: AP: EKF3 IMU1 initialised
1683639809.09422302,4279121,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683639809.84225702,5027155,Frame: QUAD/PLUS
1683639809.84725499,5032153,Frame: QUAD/PLUS
1683639809.84975410,5034652,SRC=250/250:AT-0018.6: AP: Fence Indexed OK
1683639809.85225320,5037151,Frame: QUAD/PLUS
1683639809.85975003,5044648,SRC=250/250:AT-0018.6: Doing timesync roundtrip
1683639809.87224507,5057143,SRC=250/250:AT-0018.6: Received TIMESYNC response after 0.0000
1683639810.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683639810.43951821,5624416,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1683639810.46950603,5654404,SRC=250/250:AT-0019.2: RC values good
1683639810.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683639810.53198099,5716879,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683639810.84435606,6029254,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683639811.84478903,7029687,SRC=250/250:AT-0020.6: Doing timesync roundtrip
1683639811.87477708,7059675,SRC=250/250:AT-0020.6: Received TIMESYNC response after 0.0000
1683639812.07719612,7262094,SRC=250/250:AT-0020.8: Item (MISSION_ITEM_INT {target_system :
1683639812.08219409,7267092,SRC=250/250:AT-0020.9: Handling request for item 1/1
1683639812.08469319,7269591,Frame: QUAD/PLUS
1683639812.09219003,7277088,SRC=250/250:AT-0020.9: AP: Flight plan received
1683639812.27711606,7462014,SRC=250/250:AT-0021.0: Requesting item 0 (remaining=2)
1683639812.28461313,7469511,SRC=250/250:AT-0021.1: Requesting item 1 (remaining=1)
1683639812.29211020,7477008,SRC=250/250:AT-0021.1: Type is 0
1683639812.83939099,8024289,SRC=250/250:AT-0021.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683639813.21923900,8404137,GPS 1: detected as u-blox at 230400 baud
1683639813.22423720,8409135,SRC=250/250:AT-0022.0: AP: GPS 1: detected as u-blox at 230400
1683639813.84482217,9029720,SRC=250/250:AT-0022.6: Waiting for ready to arm
1683639813.86981201,9054710,SRC=250/250:AT-0022.6: Sending param_request_read for (AHRS_EK
1683639814.14970016,9334598,SRC=250/250:AT-0022.9: Waiting for EKF value 831
1683639814.27465010,9459548,SRC=250/250:AT-0023.0: Wait EKF.flags: required:831 current:16
