timestamp,TimeUS,Message
1683552795.09002519,2274923,Frame: QUAD/PLUS
1683552795.09252405,2277422,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1683552795.26995301,2454851,SRC=250/250:AT-0016.1: set_parameters: ({})
1683552795.37990904,2564807,RC7: SaveWaypoint LOW
1683552795.38490701,2569805,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1683552795.47237206,2657270,SRC=250/250:AT-0016.3: Waiting for a heartbeat with mavlink pr
1683552795.84222412,3027122,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1683552796.84182405,4026722,SRC=250/250:AT-0017.7: Setting up RC parameters
1683552797.06423521,4249133,SRC=250/250:AT-0017.9: Waiting for mode STABILIZE
1683552797.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683552797.08422709,4269125,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1683552797.08672619,4271624,AHRS: EKF3 active
1683552797.08922505,4274123,SRC=250/250:AT-0017.9: AP: EKF3 IMU0 initialised
1683552797.09172416,4276622,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683552797.84225702,5027155,Frame: QUAD/PLUS
1683552797.84975410,5034652,Frame: QUAD/PLUS
1683552797.85225320,5037151,SRC=250/250:AT-0018.7: AP: Fence Indexed OK
1683552797.85475206,5039650,Frame: QUAD/PLUS
1683552797.85725117,5042149,SRC=250/250:AT-0018.7: AP: Flight plan received
1683552797.85975003,5044648,SRC=250/250:AT-0018.7: Doing timesync roundtrip
1683552797.87474418,5059642,SRC=250/250:AT-0018.7: Received TIMESYNC response after 0.0000
1683552798.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683552798.43452001,5619418,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1683552798.46450806,5649406,SRC=250/250:AT-0019.3: RC values good
1683552798.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683552798.53448009,5719378,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683552798.84185719,6026755,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683552799.84478903,7029687,SRC=250/250:AT-0020.7: Doing timesync roundtrip
1683552799.87477708,7059675,SRC=250/250:AT-0020.7: Received TIMESYNC response after 0.0000
1683552800.07219815,7257096,SRC=250/250:AT-0020.9: Item (MISSION_ITEM_INT {target_system :
1683552800.07969499,7264593,SRC=250/250:AT-0020.9: Handling request for item 1/1
1683552800.08219409,7267092,Frame: QUAD/PLUS
1683552800.08719206,7272090,SRC=250/250:AT-0020.9: Upload of all 2 items succeeded
1683552800.08969116,7274589,SRC=250/250:AT-0020.9: AP: Flight plan received
1683552800.27211809,7457016,SRC=250/250:AT-0021.1: Requesting item 0 (remaining=2)
1683552800.27961516,7464513,SRC=250/250:AT-0021.1: Requesting item 1 (remaining=1)
1683552800.28711200,7472010,SRC=250/250:AT-0021.1: Type is 0
