timestamp,TimeUS,Message
1683644041.09252405,2277422,Frame: QUAD/PLUS
1683644041.09502316,2279921,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1683644041.27245212,2457350,SRC=250/250:AT-0016.1: set_parameters: ({})
1683644041.37990904,2564807,RC7: SaveWaypoint LOW
1683644041.38740611,2572304,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1683644041.47237206,2657270,SRC=250/250:AT-0016.3: Simstate Close to startup location: dis
1683644041.47487116,2659769,SRC=250/250:AT-0016.3: Waiting for a heartbeat with mavlink pr
1683644041.84222412,3027122,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1683644042.84432316,4029221,SRC=250/250:AT-0017.6: Setting up RC parameters
1683644043.06673408,4251632,SRC=250/250:AT-0017.9: Waiting for mode STABILIZE
1683644043.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683644043.08422709,4269125,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1683644043.08672619,4271624,AHRS: EKF3 active
1683644043.08922505,4274123,SRC=250/250:AT-0017.9: AP: EKF3 IMU0 initialised
1683644043.09172416,4276622,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683644043.84225702,5027155,Frame: QUAD/PLUS
1683644043.84975410,5034652,Frame: QUAD/PLUS
1683644043.85725117,5042149,Frame: QUAD/PLUS
1683644043.86474800,5049646,SRC=250/250:AT-0018.7: Doing timesync roundtrip
1683644044.07466412,5259562,SRC=250/250:AT-0018.9: Received TIMESYNC response after 0.0000
1683644044.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683644044.43452001,5619418,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1683644044.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683644044.53198099,5716879,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683644044.66942620,5854324,SRC=250/250:AT-0019.5: RC values good
1683644044.84185719,6026755,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683644045.84229016,7027188,SRC=250/250:AT-0020.6: Doing timesync roundtrip
1683644045.87227821,7057176,SRC=250/250:AT-0020.7: Received TIMESYNC response after 0.0000
1683644046.07219815,7257096,SRC=250/250:AT-0020.9: Item (MISSION_ITEM_INT {target_system :
1683644046.07969499,7264593,Frame: QUAD/PLUS
1683644046.08719206,7272090,SRC=250/250:AT-0020.9: check waypoints upload/download: downlo
1683644046.08969116,7274589,SRC=250/250:AT-0020.9: AP: Flight plan received
1683644046.27211809,7457016,SRC=250/250:AT-0021.1: Requesting item 0 (remaining=2)
1683644046.27961516,7464513,SRC=250/250:AT-0021.1: Requesting item 1 (remaining=1)
1683644046.28711200,7472010,SRC=250/250:AT-0021.1: Type is 0
1683644046.84189010,8026788,SRC=250/250:AT-0021.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683644047.21923900,8404137,GPS 1: detected as u-blox at 230400 baud
1683644047.22673607,8411634,SRC=250/250:AT-0022.0: AP: GPS 1: detected as u-blox at 230400
1683644047.84482217,9029720,SRC=250/250:AT-0022.6: Waiting for ready to arm
1683644047.87231112,9057209,SRC=250/250:AT-0022.7: Sending param_request_read for (AHRS_EK
1683644048.15469813,9339596,SRC=250/250:AT-0023.0: Waiting for EKF value 831
1683644048.27215099,9457049,SRC=250/250:AT-0023.1: Wait EKF.flags: required:831 current:16
1683644057.42932010,18614218,EKF3 IMU1 origin set
1683644057.43681717,18621715,SRC=250/250:AT-0032.2: AP: EKF3 IMU1 origin set
1683644057.47930002,18664198,Field Elevation Set: 584m
1683644057.48179913,18666697,SRC=250/250:AT-0032.3: AP: Field Elevation Set: 584m
1683644058.27481508,19459713,SRC=250/250:AT-0033.1: Wait EKF.flags: required:831 current:16
1683644069.07965803,30264556,PreArm: Need Position Estimate
1683644069.08715510,30272053,SRC=250/250:AT-0043.9: AP: PreArm: Need Position Estimate
1683644069.47200108,30656899,SRC=250/250:AT-0044.3: Wait EKF.flags: required:831 current:16
1683644080.22436500,41409263,EKF3 IMU1 is using GPS
1683644080.22936320,41414261,SRC=250/250:AT-0055.0: AP: EKF3 IMU1 is using GPS
1683644080.27184606,41456744,SRC=250/250:AT-0055.1: Waiting for GPS health
