timestamp,TimeUS,Message
1683643889.08502722,2269925,Frame: QUAD/PLUS
1683643889.08752608,2272424,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1683643889.27245212,2457350,SRC=250/250:AT-0016.1: set_parameters: ({})
1683643889.37990904,2564807,RC7: SaveWaypoint LOW
1683643889.38740611,2572304,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1683643889.47487116,2659769,SRC=250/250:AT-0016.3: Waiting for a heartbeat with mavlink pr
1683643889.84472299,3029621,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1683643890.83932519,4024223,SRC=250/250:AT-0017.6: Setting up RC parameters
1683643891.06923318,4254131,SRC=250/250:AT-0017.9: Waiting for mode STABILIZE
1683643891.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683643891.08422709,4269125,EKF3 IMU1 initialised
1683643891.08672619,4271624,SRC=250/250:AT-0017.9: AP: EKF3 IMU1 initialised
1683643891.09422302,4279121,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683643891.83975816,5024656,Frame: QUAD/PLUS
1683643891.84475613,5029654,Frame: QUAD/PLUS
1683643891.84725499,5032153,Frame: QUAD/PLUS
1683643891.85475206,5039650,SRC=250/250:AT-0018.7: Doing timesync roundtrip
1683643891.87724304,5062141,SRC=250/250:AT-0018.7: Received TIMESYNC response after 0.0000
1683643892.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683643892.43701911,5621917,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1683643892.46700716,5651905,SRC=250/250:AT-0019.3: RC values good
1683643892.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683643892.53448009,5719378,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683643892.84185719,6026755,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683643893.84229016,7027188,SRC=250/250:AT-0020.6: Doing timesync roundtrip
1683643893.87727618,7062174,SRC=250/250:AT-0020.7: Received TIMESYNC response after 0.0000
1683643894.07719612,7262094,SRC=250/250:AT-0020.9: Item (MISSION_ITEM_INT {target_system :
1683643894.08219409,7267092,SRC=250/250:AT-0020.9: Handling request for item 1/1
1683643894.08469319,7269591,Frame: QUAD/PLUS
1683643894.09219003,7277088,SRC=250/250:AT-0020.9: AP: Flight plan received
1683643894.27211809,7457016,SRC=250/250:AT-0021.1: Requesting item 0 (remaining=2)
1683643894.27961516,7464513,SRC=250/250:AT-0021.1: Requesting item 1 (remaining=1)
1683643894.28711200,7472010,SRC=250/250:AT-0021.1: Type is 0
1683643894.84189010,8026788,SRC=250/250:AT-0021.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683643895.21923900,8404137,GPS 1: detected as u-blox at 230400 baud
1683643895.22673607,8411634,SRC=250/250:AT-0022.0: AP: GPS 1: detected as u-blox at 230400
1683643895.83982420,9024722,SRC=250/250:AT-0022.6: Waiting for ready to arm
1683643895.86981201,9054710,SRC=250/250:AT-0022.7: Sending param_request_read for (AHRS_EK
1683643896.15469813,9339596,SRC=250/250:AT-0023.0: Waiting for EKF value 831
1683643896.27215099,9457049,SRC=250/250:AT-0023.1: Wait EKF.flags: required:831 current:16
1683643905.42932010,18614218,EKF3 IMU1 origin set
1683643905.43431807,18619216,SRC=250/250:AT-0032.2: AP: EKF3 IMU1 origin set
1683643905.47930002,18664198,Field Elevation Set: 584m
1683643905.48679709,18671695,SRC=250/250:AT-0032.3: AP: Field Elevation Set: 584m
1683643906.27731419,19462212,SRC=250/250:AT-0033.1: Wait EKF.flags: required:831 current:16
1683643917.07965803,30264556,PreArm: Need Position Estimate
1683643917.08465600,30269554,SRC=250/250:AT-0043.9: AP: PreArm: Need Position Estimate
1683643917.47450018,30659398,SRC=250/250:AT-0044.3: Wait EKF.flags: required:831 current:16
1683643928.22436500,41409263,EKF3 IMU1 is using GPS
1683643928.22936320,41414261,SRC=250/250:AT-0055.0: AP: EKF3 IMU1 is using GPS
1683643928.27434516,41459243,SRC=250/250:AT-0055.1: Waiting for GPS health
1683643928.46426916,41649167,SRC=250/250:AT-0055.3: GPS healthy
1683643929.06985998,42254758,SRC=250/250:AT-0055.9: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683643929.07485819,42259756,SRC=250/250:AT-0055.9: Doing timesync roundtrip
1683643929.27227902,42457177,SRC=250/250:AT-0056.1: Received TIMESYNC response after 0.0000
1683643929.66712117,42852019,SRC=250/250:AT-0056.5: Arm motors with MAVLink cmd
1683643929.87203908,43056937,Arming motors
1683643929.87953615,43064434,SRC=250/250:AT-0056.7: AP: Arming motors
1683643930.83998513,44024883,SRC=250/250:AT-0057.7: Motors ARMED
