timestamp,TimeUS,Message
1683644652.08502722,2269925,Frame: QUAD/PLUS
1683644652.08752608,2272424,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1683644652.27245212,2457350,SRC=250/250:AT-0016.1: Reboot complete
1683644652.27495122,2459849,SRC=250/250:AT-0016.1: set_parameters: ({})
1683644652.37990904,2564807,RC7: SaveWaypoint LOW
1683644652.38490701,2569805,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1683644652.47237206,2657270,SRC=250/250:AT-0016.3: Waiting for a heartbeat with mavlink pr
1683644652.83972502,3024623,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1683644653.84182405,4026722,SRC=250/250:AT-0017.6: Setting up RC parameters
1683644654.06423521,4249133,SRC=250/250:AT-0017.9: Waiting for mode STABILIZE
1683644654.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683644654.08422709,4269125,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1683644654.08672619,4271624,AHRS: EKF3 active
1683644654.09172416,4276622,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683644654.84225702,5027155,Frame: QUAD/PLUS
1683644654.84975410,5034652,Frame: QUAD/PLUS
1683644654.85475206,5039650,Frame: QUAD/PLUS
1683644654.86224914,5047147,SRC=250/250:AT-0018.7: Doing timesync roundtrip
1683644654.87474418,5059642,SRC=250/250:AT-0018.7: Received TIMESYNC response after 0.0000
1683644655.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683644655.43951821,5624416,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1683644655.46950603,5654404,SRC=250/250:AT-0019.3: RC values good
1683644655.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683644655.53198099,5716879,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683644655.84185719,6026755,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683644656.84478903,7029687,SRC=250/250:AT-0020.7: Doing timesync roundtrip
1683644656.87477708,7059675,SRC=250/250:AT-0020.7: Received TIMESYNC response after 0.0000
1683644657.07469702,7259595,SRC=250/250:AT-0020.9: Item (MISSION_ITEM_INT {target_system :
1683644657.07969499,7264593,SRC=250/250:AT-0020.9: Handling request for item 1/1
1683644657.08219409,7267092,Frame: QUAD/PLUS
1683644657.08969116,7274589,SRC=250/250:AT-0020.9: AP: Flight plan received
1683644657.27211809,7457016,SRC=250/250:AT-0021.1: Requesting item 0 (remaining=2)
1683644657.27961516,7464513,SRC=250/250:AT-0021.1: Requesting item 1 (remaining=1)
1683644657.28711200,7472010,SRC=250/250:AT-0021.1: Type is 0
1683644657.84189010,8026788,SRC=250/250:AT-0021.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683644658.21923900,8404137,GPS 1: detected as u-blox at 230400 baud
1683644658.22673607,8411634,SRC=250/250:AT-0022.0: AP: GPS 1: detected as u-blox at 230400
1683644658.84482217,9029720,SRC=250/250:AT-0022.6: Waiting for ready to arm
1683644658.86981201,9054710,SRC=250/250:AT-0022.7: Sending param_request_read for (AHRS_EK
1683644659.15469813,9339596,SRC=250/250:AT-0023.0: Waiting for EKF value 831
1683644659.27714920,9462047,SRC=250/250:AT-0023.1: Wait EKF.flags: required:831 current:16
1683644668.42932010,18614218,EKF3 IMU1 origin set
1683644668.43431807,18619216,SRC=250/250:AT-0032.2: AP: EKF3 IMU1 origin set
1683644668.47930002,18664198,Field Elevation Set: 584m
1683644668.48679709,18671695,SRC=250/250:AT-0032.3: AP: Field Elevation Set: 584m
1683644669.27231622,19457214,SRC=250/250:AT-0033.1: Wait EKF.flags: required:831 current:16
1683644680.07965803,30264556,PreArm: Need Position Estimate
1683644680.08715510,30272053,SRC=250/250:AT-0043.9: AP: PreArm: Need Position Estimate
1683644680.47450018,30659398,SRC=250/250:AT-0044.3: Wait EKF.flags: required:831 current:16
1683644691.22436500,41409263,EKF3 IMU1 is using GPS
1683644691.22936320,41414261,SRC=250/250:AT-0055.0: AP: EKF3 IMU1 is using GPS
1683644691.27434516,41459243,SRC=250/250:AT-0055.1: Waiting for GPS health
1683644691.46676803,41651666,SRC=250/250:AT-0055.3: GPS healthy
1683644692.06985998,42254758,SRC=250/250:AT-0055.9: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683644692.07735705,42262255,SRC=250/250:AT-0055.9: Doing timesync roundtrip
1683644692.27727699,42462175,SRC=250/250:AT-0056.1: Received TIMESYNC response after 0.0000
1683644692.66962004,42854518,SRC=250/250:AT-0056.5: Arm motors with MAVLink cmd
1683644692.86954021,43054438,Arming motors
1683644692.87203908,43056937,SRC=250/250:AT-0056.7: AP: Arming motors
1683644693.83998513,44024883,SRC=250/250:AT-0057.7: Motors ARMED
