timestamp,TimeUS,I,Alt,Press,Temp,CRt,SMS,Offset,GndTemp,Health
1683299134.17998910,2364887,1,0.10127005726099014,94501.8046875,25.47,-0.0003526171203702688,2364,0.0,25.32807731628418,1
1683299134.27994919,2464847,1,-0.005474057048559189,94502.9765625,25.490000000000002,-0.0014884572010487318,2464,0.0,25.32807731628418,1
1683299134.37990904,2564807,1,-0.03831839933991432,94503.3359375,25.51,-0.0023682191967964172,2564,0.0,25.32807731628418,1
1683299134.47986913,2664767,1,0.13685142993927002,94501.421875,25.53,-0.0023682191967964172,2664,0.0,25.32807731628418,1
1683299134.57982922,2764727,1,0.0,94502.9140625,25.55,-0.0014884572010487318,2764,0.0,25.32807731628418,1
1683299134.67978907,2864687,1,0.20801416039466858,94500.6640625,25.560000000000002,-0.0003554956056177616,2864,0.0,25.32807731628418,1
1683299134.77974916,2964647,1,-0.12042925506830215,94504.2109375,25.580000000000002,0.0,2964,0.0,25.32807731628418,1
1683299134.87970901,3064607,1,0.16148468852043152,94501.1484375,25.6,0.0,3064,0.0,25.32807731628418,1
1683299134.97966909,3164567,1,0.0738997682929039,94502.109375,25.62,0.0,3164,0.0,25.32807731628418,1
1683299135.07962918,3264527,1,-0.11495520174503326,94504.1484375,25.64,0.0,3264,0.0,25.32807731628418,1
1683299135.17958903,3364487,1,-0.016422171145677567,94503.0703125,25.66,0.0,3364,0.0,25.32807731628418,1
1683299135.27954912,3464447,1,0.11221817135810852,94501.6875,25.68,0.0,3464,0.0,25.32807731628418,1
1683299135.37950921,3564407,1,0.027370285242795944,94502.5859375,25.69,0.0,3564,0.0,25.32807731628418,1
1683299135.47946906,3664367,1,0.12590330839157104,94501.5390625,25.71,0.0,3664,0.0,25.32807731628418,1
1683299135.57942915,3764327,1,-0.18611794710159302,94504.8984375,25.73,0.0,3764,0.0,25.32807731628418,1
1683299135.67938900,3864287,1,-0.11495520174503326,94504.1484375,25.75,0.0,3864,0.0,25.32807731628418,1
1683299135.77934909,3964247,1,0.1970660537481308,94500.78125,25.77,0.0,3964,0.0,25.32807731628418,1
1683299135.87930918,4064207,1,0.15053656697273254,94501.265625,25.79,0.0,4064,0.0,25.32807731628418,1
1683299135.97926903,4164167,1,0.17516982555389404,94501.0,25.8,0.0,4164,0.0,25.32807731628418,1
1683299136.07922912,4264127,1,0.18611794710159302,94500.875,25.82,0.0,4264,0.0,25.32807731628418,1
1683299136.18002200,4364920,1,0.15601062774658203,94501.2109375,25.84,0.0,4364,0.0,25.32807731628418,1
1683299136.27998209,4464880,1,-0.12590330839157104,94504.2421875,25.86,0.0,4464,0.0,25.32807731628418,1
1683299136.37994218,4564840,1,-0.07116274535655975,94503.6640625,25.87,0.0,4564,0.0,25.32807731628418,1
1683299136.47990203,4664800,1,0.20801416039466858,94500.6328125,25.89,0.0,4664,0.0,25.32807731628418,1
1683299136.57986212,4764760,1,0.027370285242795944,94502.5859375,25.91,0.0,4764,0.0,25.32807731628418,1
1683299136.67982221,4864720,1,0.20801416039466858,94500.6640625,25.93,0.0,4864,0.0,25.32807731628418,1
1683299136.77978206,4964680,1,-0.07663679867982864,94503.7578125,25.95,0.0,4964,0.0,25.32807731628418,1
1683299136.87974215,5064640,1,-0.04379245638847351,94503.390625,25.96,0.0,5064,0.0,25.32807731628418,1
1683299136.97970200,5164600,1,-0.12590330839157104,94504.2421875,25.98,0.0,5164,0.0,25.32807731628418,1
1683299137.07966208,5264560,1,0.16148468852043152,94501.1484375,26.0,0.0,5264,0.0,25.32807731628418,1
1683299137.17962217,5364520,1,-0.09305897355079651,94503.875,26.02,0.0,5364,0.0,25.32807731628418,1
1683299137.27958202,5464480,1,-0.1532735973596573,94504.5625,26.03,0.0,5464,0.0,25.32807731628418,1
1683299137.37954211,5564440,1,0.021896228194236755,94502.6484375,26.05,0.0,5564,0.0,25.32807731628418,1
1683299137.47950220,5664400,1,-0.18064388632774353,94504.8359375,26.07,0.0,5664,0.0,25.32807731628418,1
1683299137.57946205,5764360,1,0.16422170400619507,94501.1171875,26.080000000000002,0.0,5764,0.0,25.32807731628418,1
1683299137.67942214,5864320,1,0.06842571496963501,94502.1640625,26.1,0.0,5864,0.0,25.32807731628418,1
1683299137.77938199,5964280,1,-0.17516982555389404,94504.7734375,26.12,0.0,5964,0.0,25.32807731628418,1
1683299137.87934208,6064240,1,-0.15874765813350677,94504.625,26.13,0.0,6064,0.0,25.32807731628418,1
1683299137.97930217,6164200,1,-0.03831839933991432,94503.3359375,26.150000000000002,0.0,6164,0.0,25.32807731628418,1
1683299138.07926202,6264160,1,0.027370285242795944,94502.5859375,26.17,0.0,6264,0.0,25.32807731628418,1
1683299138.17922211,6364120,1,0.1970660537481308,94500.78125,26.18,0.0,6364,0.0,25.32807731628418,1
1683299138.28001499,6464913,1,-0.10400708019733429,94504.0,26.2,0.0,6464,0.0,25.32807731628418,1
1683299138.37997508,6564873,1,0.05747760087251663,94502.2890625,26.22,0.0,6564,0.0,25.32807731628418,1
1683299138.47993517,6664833,1,0.1970660537481308,94500.78125,26.23,0.0,6664,0.0,25.32807731628418,1
1683299138.57989502,6764793,1,0.18885496258735657,94500.84375,26.25,0.0,6764,0.0,25.32807731628418,1
1683299138.67985511,6864753,1,0.12042925506830215,94501.59375,26.27,0.0,6864,0.0,25.32807731628418,1
1683299138.77981520,6964713,1,-0.021896228194236755,94503.125,26.28,0.0,6964,0.0,25.32807731628418,1
1683299138.87977505,7064673,1,0.17516982555389404,94501.0,26.3,0.0,7064,0.0,25.32807731628418,1
1683299138.97973514,7164633,1,0.06842571496963501,94502.1640625,26.32,0.0,7164,0.0,25.32807731628418,1
1683299139.07969499,7264593,1,-0.07663679867982864,94503.7578125,26.330000000000002,0.0,7264,0.0,25.32807731628418,1
1683299139.17965508,7364553,1,0.16422170400619507,94501.1171875,26.35,0.0,7364,0.0,25.32807731628418,1
1683299139.27961516,7464513,1,0.08211085200309753,94502.015625,26.37,0.0,7464,0.0,25.32807731628418,1
1683299139.37957501,7564473,1,-0.10948114097118378,94504.0859375,26.38,0.0,7564,0.0,25.32807731628418,1
1683299139.47953510,7664433,1,0.12042925506830215,94501.59375,26.400000000000002,0.0,7664,0.0,25.32807731628418,1
1683299139.57949519,7764393,1,0.08758491277694702,94501.953125,26.41,0.0,7764,0.0,25.32807731628418,1
1683299139.67945504,7864353,1,0.16969576478004456,94501.0546875,26.43,0.0,7864,0.0,25.32807731628418,1
1683299139.77941513,7964313,1,-0.17516982555389404,94504.7734375,26.45,0.0,7964,0.0,25.32807731628418,1
1683299139.87937522,8064273,1,0.05747760087251663,94502.2890625,26.46,0.0,8064,0.0,25.32807731628418,1
1683299139.97933507,8164233,1,0.16148468852043152,94501.1484375,26.48,0.0,8164,0.0,25.32807731628418,1
1683299140.07929516,8264193,1,-0.12042925506830215,94504.2109375,26.490000000000002,0.0,8264,0.0,25.32807731628418,1
1683299140.17925501,8364153,1,-0.17516982555389404,94504.7734375,26.51,0.0,8364,0.0,25.32807731628418,1
1683299140.27921510,8464113,1,0.008211085572838783,94502.796875,26.52,0.0,8464,0.0,25.32807731628418,1
1683299140.38000798,8564906,1,-0.0492665134370327,94503.453125,26.54,0.0,8564,0.0,25.32807731628418,1
1683299140.47996807,8664866,1,-0.05474057048559189,94503.515625,26.560000000000002,0.0,8664,0.0,25.32807731628418,1
1683299140.57992816,8764826,1,0.10674411058425903,94501.7421875,26.57,0.0,8764,0.0,25.32807731628418,1
1683299140.67988801,8864786,1,-0.010948114097118378,94503.0390625,26.59,0.0,8864,0.0,25.32807731628418,1
1683299140.77984810,8964746,1,0.027370285242795944,94502.5859375,26.6,0.0,8964,0.0,25.32807731628418,1
1683299140.87980819,9064706,1,-0.08758491277694702,94503.8203125,26.62,0.0,9064,0.0,25.32807731628418,1
1683299140.97976804,9164666,1,0.05747760087251663,94502.2890625,26.63,0.0,9164,0.0,25.32807731628418,1
1683299141.07972813,9264626,1,-0.08758491277694702,94503.8203125,26.650000000000002,0.0,9264,0.0,25.32807731628418,1
1683299141.17968822,9364586,1,-0.016422171145677567,94503.0703125,26.66,0.0,9364,0.0,25.32807731628418,1
1683299141.27964807,9464546,1,0.15053656697273254,94501.265625,26.68,0.0,9464,0.0,25.32807731628418,1
1683299141.37960815,9564506,1,0.14506250619888306,94501.328125,26.69,0.0,9564,0.0,25.32807731628418,1
1683299141.47956800,9664466,1,0.0492665134370327,94502.3828125,26.71,0.0,9664,0.0,25.32807731628418,1
1683299141.57952809,9764426,1,-0.18064388632774353,94504.8359375,26.72,0.0,9764,0.0,25.32807731628418,1
1683299141.67948818,9864386,1,-0.1477995365858078,94504.4765625,26.740000000000002,0.0,9864,0.0,25.32807731628418,1
1683299141.77944803,9964346,1,0.09305897355079651,94501.8984375,26.75,0.0,9964,0.0,25.32807731628418,1
1683299141.87940812,10064306,1,-0.027370285242795944,94503.1875,26.77,0.0,10064,0.0,25.32807731628418,1
1683299141.97936821,10164266,1,0.05474057048559189,94502.3203125,26.78,0.0,10164,0.0,25.32807731628418,1
1683299142.07932806,10264226,1,0.03284434229135513,94502.5546875,26.8,0.0,10264,0.0,25.32807731628418,1
1683299142.17928815,10364186,1,0.10127005726099014,94501.8046875,26.810000000000002,0.0,10364,0.0,25.32807731628418,1
1683299142.27924800,10464146,1,0.05747760087251663,94502.2890625,26.830000000000002,0.0,10464,0.0,25.32807731628418,1
1683299142.37920809,10564106,1,0.04379245638847351,94502.4375,26.84,0.0,10564,0.0,25.32807731628418,1
1683299142.48000121,10664899,1,0.11769222468137741,94501.625,26.86,0.0,10664,0.0,25.32807731628418,1
1683299142.57996106,10764859,1,-0.06568868458271027,94503.6015625,26.87,0.0,10764,0.0,25.32807731628418,1
1683299142.67992115,10864819,1,0.01915919966995716,94502.703125,26.88,0.0,10864,0.0,25.32807731628418,1
1683299142.77988100,10964779,1,0.05747760087251663,94502.2890625,26.900000000000002,0.0,10964,0.0,25.32807731628418,1
1683299142.87984109,11064739,1,0.13685142993927002,94501.421875,26.91,0.0,11064,0.0,25.32807731628418,1
1683299142.97980118,11164699,1,-0.03831839933991432,94503.3359375,26.93,0.0,11164,0.0,25.32807731628418,1
1683299143.07976103,11264659,1,-0.03284434229135513,94503.28125,26.94,0.0,11264,0.0,25.32807731628418,1
1683299143.17972112,11364619,1,-0.1915919929742813,94504.9609375,26.96,0.0,11364,0.0,25.32807731628418,1
1683299143.27968121,11464579,1,-0.10948114097118378,94504.0859375,26.97,0.0,11464,0.0,25.32807731628418,1
1683299143.37964106,11564539,1,-0.0985330268740654,94503.9375,26.98,0.0,11564,0.0,25.32807731628418,1
1683299143.47960114,11664499,1,-0.07663679867982864,94503.7578125,27.0,0.0,11664,0.0,25.32807731628418,1
1683299143.57956100,11764459,1,0.16969576478004456,94501.0546875,27.01,0.0,11764,0.0,25.32807731628418,1
1683299143.67952108,11864419,1,0.008211085572838783,94502.796875,27.03,0.0,11864,0.0,25.32807731628418,1
1683299143.77948117,11964379,1,0.0738997682929039,94502.109375,27.04,0.0,11964,0.0,25.32807731628418,1
1683299143.87944102,12064339,1,-0.016422171145677567,94503.0703125,27.05,0.0,12064,0.0,25.32807731628418,1
1683299143.97940111,12164299,1,-0.10948114097118378,94504.0859375,27.07,0.0,12164,0.0,25.32807731628418,1
1683299144.07936120,12264259,1,0.06295165419578552,94502.2265625,27.080000000000002,0.0,12264,0.0,25.32807731628418,1
1683299144.17932105,12364219,1,-0.016422171145677567,94503.0703125,27.09,0.0,12364,0.0,25.32807731628418,1
1683299144.27928114,12464179,1,0.18885496258735657,94500.84375,27.11,0.0,12464,0.0,25.32807731628418,1
1683299144.37924099,12564139,1,0.17516982555389404,94501.0,27.12,0.0,12564,0.0,25.32807731628418,1
1683299144.47920108,12664099,1,-0.09305897355079651,94503.875,27.14,0.0,12664,0.0,25.32807731628418,1
1683299144.57999420,12764892,1,0.15601062774658203,94501.2109375,27.150000000000002,0.0,12764,0.0,25.32807731628418,1
1683299144.67995405,12864852,1,-0.06568868458271027,94503.6015625,27.16,0.0,12864,0.0,25.32807731628418,1
1683299144.77991414,12964812,1,-0.005474057048559189,94502.9765625,27.18,0.0,12964,0.0,25.32807731628418,1
1683299144.87987399,13064772,1,-0.021896228194236755,94503.125,27.19,0.0,13064,0.0,25.32807731628418,1
1683299144.97983408,13164732,1,0.0027370285242795944,94502.859375,27.2,0.0,13164,0.0,25.32807731628418,1
1683299145.07979417,13264692,1,0.13137736916542053,94501.4765625,27.22,0.0,13264,0.0,25.32807731628418,1
1683299145.17975402,13364652,1,-0.10400708019733429,94504.03125,27.23,0.0,13364,0.0,25.32807731628418,1
1683299145.27971411,13464612,1,-0.13137736916542053,94504.296875,27.240000000000002,0.0,13464,0.0,25.32807731628418,1
1683299145.37967420,13564572,1,-0.0985330268740654,94503.9375,27.26,0.0,13564,0.0,25.32807731628418,1
1683299145.47963405,13664532,1,-0.17516982555389404,94504.7734375,27.27,0.0,13664,0.0,25.32807731628418,1
1683299145.57959414,13764492,1,0.0,94502.9140625,27.28,0.0,13764,0.0,25.32807731628418,1
1683299145.67955399,13864452,1,0.08758491277694702,94501.953125,27.3,0.0,13864,0.0,25.32807731628418,1
1683299145.77951407,13964412,1,-0.021896228194236755,94503.125,27.310000000000002,0.0,13964,0.0,25.32807731628418,1
1683299145.87947416,14064372,1,-0.13685142993927002,94504.3515625,27.32,0.0,14064,0.0,25.32807731628418,1
1683299145.97943401,14164332,1,-0.06021462753415108,94503.546875,27.330000000000002,0.0,14164,0.0,25.32807731628418,1
1683299146.07939410,14264292,1,-0.1970660537481308,94505.046875,27.35,0.0,14264,0.0,25.32807731628418,1
1683299146.17935419,14364252,1,-0.08758491277694702,94503.8203125,27.36,0.0,14364,0.0,25.32807731628418,1
1683299146.27931404,14464212,1,-0.05474057048559189,94503.515625,27.37,0.0,14464,0.0,25.32807731628418,1
1683299146.37927413,14564172,1,0.0738997682929039,94502.109375,27.39,0.0,14564,0.0,25.32807731628418,1
1683299146.47923422,14664132,1,0.16422170400619507,94501.1171875,27.400000000000002,0.0,14664,0.0,25.32807731628418,1
1683299146.58002710,14764925,1,0.01915919966995716,94502.703125,27.41,0.0,14764,0.0,25.32807731628418,1
1683299146.67998719,14864885,1,-0.18064388632774353,94504.8359375,27.42,0.0,14864,0.0,25.32807731628418,1
1683299146.77994704,14964845,1,0.12042925506830215,94501.59375,27.44,0.0,14964,0.0,25.32807731628418,1
