timestamp,TimeUS,Message
1683538574.09002519,2274923,Frame: QUAD/PLUS
1683538574.09252405,2277422,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1683538574.27245212,2457350,SRC=250/250:AT-0016.1: set_parameters: ({})
1683538574.37990904,2564807,RC7: SaveWaypoint LOW
1683538574.38740611,2572304,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1683538574.47487116,2659769,SRC=250/250:AT-0016.3: Waiting for a heartbeat with mavlink pr
1683538574.84222412,3027122,SRC=250/250:AT-0016.7: Waiting for mode STABILIZE
1683538575.84182405,4026722,SRC=250/250:AT-0017.7: Setting up RC parameters
1683538576.06423521,4249133,SRC=250/250:AT-0017.9: Waiting for mode STABILIZE
1683538576.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683538576.08172798,4266626,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1683538576.08422709,4269125,EKF3 IMU1 initialised
1683538576.08672619,4271624,AHRS: EKF3 active
1683538576.08922505,4274123,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683538576.83975816,5024656,Frame: QUAD/PLUS
1683538576.84475613,5029654,Frame: QUAD/PLUS
1683538576.84725499,5032153,Frame: QUAD/PLUS
1683538576.85225320,5037151,SRC=250/250:AT-0018.7: Doing timesync roundtrip
1683538576.87224507,5057143,SRC=250/250:AT-0018.7: Received TIMESYNC response after 0.0000
1683538577.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683538577.43951821,5624416,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 tilt alignment complete
1683538577.46950603,5654404,SRC=250/250:AT-0019.3: RC values good
1683538577.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683538577.53448009,5719378,SRC=250/250:AT-0019.4: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683538577.84435606,6029254,SRC=250/250:AT-0019.7: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683538578.84478903,7029687,SRC=250/250:AT-0020.7: Doing timesync roundtrip
1683538578.87477708,7059675,SRC=250/250:AT-0020.7: Received TIMESYNC response after 0.0000
1683538579.07719612,7262094,SRC=250/250:AT-0020.9: Item (MISSION_ITEM_INT {target_system :
1683538579.08219409,7267092,SRC=250/250:AT-0020.9: Handling request for item 1/1
1683538579.08469319,7269591,Frame: QUAD/PLUS
1683538579.09219003,7277088,SRC=250/250:AT-0020.9: AP: Flight plan received
1683538579.27711606,7462014,SRC=250/250:AT-0021.1: Requesting item 0 (remaining=2)
1683538579.28461313,7469511,SRC=250/250:AT-0021.1: Requesting item 1 (remaining=1)
1683538579.29211020,7477008,SRC=250/250:AT-0021.1: Type is 0
1683538579.84189010,8026788,SRC=250/250:AT-0021.7: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683538580.21923900,8404137,GPS 1: detected as u-blox at 230400 baud
1683538580.22673607,8411634,SRC=250/250:AT-0022.1: AP: GPS 1: detected as u-blox at 230400
1683538580.83982420,9024722,SRC=250/250:AT-0022.7: Waiting for ready to arm
1683538580.86981201,9054710,SRC=250/250:AT-0022.7: Sending param_request_read for (AHRS_EK
1683538581.15469813,9339596,SRC=250/250:AT-0023.0: Waiting for EKF value 831
