timestamp,TimeUS,Message
1683538422.09502316,2279921,Frame: QUAD/PLUS
1683538422.26995301,2454851,SRC=250/250:AT-0016.1: Reboot complete
1683538422.27245212,2457350,SRC=250/250:AT-0016.1: set_parameters: ({})
1683538422.37990904,2564807,RC7: SaveWaypoint LOW
1683538422.38240814,2567306,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1683538422.47487116,2659769,SRC=250/250:AT-0016.3: Waiting for a heartbeat with mavlink pr
1683538422.84472299,3029621,SRC=250/250:AT-0016.7: Waiting for mode STABILIZE
1683538423.84182405,4026722,SRC=250/250:AT-0017.7: Setting up RC parameters
1683538424.06673408,4251632,SRC=250/250:AT-0017.9: Waiting for mode STABILIZE
1683538424.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683538424.08422709,4269125,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1683538424.08672619,4271624,AHRS: EKF3 active
1683538424.08922505,4274123,SRC=250/250:AT-0017.9: AP: EKF3 IMU0 initialised
1683538424.09172416,4276622,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683538424.84225702,5027155,Frame: QUAD/PLUS
1683538424.84975410,5034652,Frame: QUAD/PLUS
1683538424.85475206,5039650,Frame: QUAD/PLUS
1683538424.85725117,5042149,SRC=250/250:AT-0018.7: Doing timesync roundtrip
1683538424.87224507,5057143,SRC=250/250:AT-0018.7: Received TIMESYNC response after 0.0000
1683538425.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683538425.43951821,5624416,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1683538425.46950603,5654404,SRC=250/250:AT-0019.3: RC values good
1683538425.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683538425.53697920,5721877,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683538425.84435606,6029254,SRC=250/250:AT-0019.7: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683538426.84229016,7027188,SRC=250/250:AT-0020.7: Doing timesync roundtrip
1683538426.87227821,7057176,SRC=250/250:AT-0020.7: Received TIMESYNC response after 0.0000
1683538427.07219815,7257096,SRC=250/250:AT-0020.9: Item (MISSION_ITEM_INT {target_system :
1683538427.07969499,7264593,Frame: QUAD/PLUS
1683538427.08469319,7269591,SRC=250/250:AT-0020.9: AP: Flight plan received
1683538427.27211809,7457016,SRC=250/250:AT-0021.1: Requesting item 0 (remaining=2)
