timestamp,TimeUS,Message
1683646016.08502722,2269925,Frame: QUAD/PLUS
1683646016.08752608,2272424,SRC=250/250:AT-0015.8: AP: AHRS: DCM active
1683646016.26995301,2454851,SRC=250/250:AT-0016.0: set_parameters: ({})
1683646016.37990904,2564807,RC7: SaveWaypoint LOW
1683646016.38490701,2569805,SRC=250/250:AT-0016.1: AP: RC7: SaveWaypoint LOW
1683646016.46737409,2652272,SRC=250/250:AT-0016.2: Waiting for a heartbeat with mavlink pr
1683646016.83972502,3024623,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1683646017.84432316,4029221,SRC=250/250:AT-0017.6: Setting up RC parameters
1683646018.06423521,4249133,SRC=250/250:AT-0017.8: Waiting for mode STABILIZE
1683646018.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683646018.08172798,4266626,SRC=250/250:AT-0017.8: AP: RC7: SaveWaypoint MIDDLE
1683646018.08422709,4269125,EKF3 IMU1 initialised
1683646018.08672619,4271624,AHRS: EKF3 active
1683646018.08922505,4274123,SRC=250/250:AT-0017.8: AP: EKF3 IMU1 initialised
1683646018.09422302,4279121,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683646018.83975816,5024656,Frame: QUAD/PLUS
1683646018.84475613,5029654,Frame: QUAD/PLUS
1683646018.85225320,5037151,Frame: QUAD/PLUS
1683646018.85725117,5042149,SRC=250/250:AT-0018.6: Doing timesync roundtrip
1683646018.87474418,5059642,SRC=250/250:AT-0018.6: Received TIMESYNC response after 0.0000
1683646019.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683646019.43452001,5619418,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1683646019.46950603,5654404,SRC=250/250:AT-0019.2: RC values good
1683646019.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683646019.53448009,5719378,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683646019.84185719,6026755,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683646020.83979106,7024689,SRC=250/250:AT-0020.6: Doing timesync roundtrip
