timestamp,TimeUS,Message
1683545110.08502722,2269925,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1683545110.26495504,2449853,SRC=250/250:AT-0016.0: set_parameters: ({})
1683545110.37990904,2564807,RC7: SaveWaypoint LOW
1683545110.38740611,2572304,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1683545110.46737409,2652272,SRC=250/250:AT-0016.2: Waiting for a heartbeat with mavlink pr
1683545110.83972502,3024623,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1683545111.84182405,4026722,SRC=250/250:AT-0017.6: Setting up RC parameters
1683545112.06423521,4249133,SRC=250/250:AT-0017.8: Waiting for mode STABILIZE
1683545112.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683545112.08172798,4266626,SRC=250/250:AT-0017.8: AP: RC7: SaveWaypoint MIDDLE
1683545112.08422709,4269125,EKF3 IMU1 initialised
1683545112.08672619,4271624,SRC=250/250:AT-0017.9: AP: EKF3 IMU1 initialised
1683545112.09422302,4279121,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683545112.83975816,5024656,Frame: QUAD/PLUS
1683545112.84475613,5029654,Frame: QUAD/PLUS
1683545112.85225320,5037151,Frame: QUAD/PLUS
1683545112.85725117,5042149,SRC=250/250:AT-0018.6: Doing timesync roundtrip
1683545112.87474418,5059642,SRC=250/250:AT-0018.6: Received TIMESYNC response after 0.0000
1683545113.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683545113.43452001,5619418,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1683545113.46950603,5654404,SRC=250/250:AT-0019.2: RC values good
1683545113.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683545113.53448009,5719378,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683545113.84435606,6029254,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683545114.84229016,7027188,SRC=250/250:AT-0020.6: Doing timesync roundtrip
1683545114.87227821,7057176,SRC=250/250:AT-0020.6: Received TIMESYNC response after 0.0000
1683545115.07219815,7257096,SRC=250/250:AT-0020.8: Item (MISSION_ITEM_INT {target_system :
1683545115.07719612,7262094,Frame: QUAD/PLUS
1683545115.08219409,7267092,SRC=250/250:AT-0020.9: AP: Flight plan received
1683545115.27211809,7457016,SRC=250/250:AT-0021.0: Requesting item 0 (remaining=2)
1683545115.27711606,7462014,SRC=250/250:AT-0021.0: Requesting item 1 (remaining=1)
1683545115.28211403,7467012,SRC=250/250:AT-0021.1: Type is 0
1683545115.83939099,8024289,SRC=250/250:AT-0021.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683545116.21923900,8404137,GPS 1: detected as u-blox at 230400 baud
1683545116.22423720,8409135,SRC=250/250:AT-0022.0: AP: GPS 1: detected as u-blox at 230400
1683545116.84232306,9027221,SRC=250/250:AT-0022.6: Waiting for ready to arm
1683545116.86731315,9052211,SRC=250/250:AT-0022.6: Sending param_request_read for (AHRS_EK
1683545117.15219903,9337097,SRC=250/250:AT-0022.9: Waiting for EKF value 831
1683545117.26965213,9454550,SRC=250/250:AT-0023.0: Wait EKF.flags: required:831 current:16
1683545126.42932010,18614218,EKF3 IMU1 origin set
1683545126.43181920,18616717,SRC=250/250:AT-0032.2: AP: EKF3 IMU1 origin set
1683545126.47930002,18664198,Field Elevation Set: 584m
1683545126.48429799,18669196,SRC=250/250:AT-0032.3: AP: Field Elevation Set: 584m
1683545127.27731419,19462212,SRC=250/250:AT-0033.0: Wait EKF.flags: required:831 current:16
1683545138.07965803,30264556,PreArm: Need Position Estimate
1683545138.08465600,30269554,SRC=250/250:AT-0043.9: AP: PreArm: Need Position Estimate
1683545138.47450018,30659398,SRC=250/250:AT-0044.2: Wait EKF.flags: required:831 current:16
1683545149.22436500,41409263,EKF3 IMU1 is using GPS
1683545149.22936320,41414261,SRC=250/250:AT-0055.0: AP: EKF3 IMU1 is using GPS
1683545149.27434516,41459243,SRC=250/250:AT-0055.0: Waiting for GPS health
1683545149.46676803,41651666,SRC=250/250:AT-0055.2: GPS healthy
