timestamp,TimeUS,Message
1683545359.08502722,2269925,Frame: QUAD/PLUS
1683545359.08752608,2272424,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1683545359.27245212,2457350,SRC=250/250:AT-0016.1: Reboot complete
1683545359.27495122,2459849,SRC=250/250:AT-0016.1: set_parameters: ({})
1683545359.37990904,2564807,RC7: SaveWaypoint LOW
1683545359.38740611,2572304,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1683545359.47237206,2657270,SRC=250/250:AT-0016.3: Simstate Close to startup location: dis
1683545359.47487116,2659769,SRC=250/250:AT-0016.3: Waiting for a heartbeat with mavlink pr
1683545359.84472299,3029621,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1683545360.84432316,4029221,SRC=250/250:AT-0017.6: Setting up RC parameters
1683545361.06673408,4251632,SRC=250/250:AT-0017.9: Waiting for mode STABILIZE
1683545361.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683545361.08422709,4269125,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1683545361.08672619,4271624,AHRS: EKF3 active
1683545361.08922505,4274123,SRC=250/250:AT-0017.9: AP: EKF3 IMU0 initialised
1683545361.09172416,4276622,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683545361.84225702,5027155,Frame: QUAD/PLUS
1683545361.84725499,5032153,Frame: QUAD/PLUS
1683545361.84975410,5034652,Frame: QUAD/PLUS
1683545361.85725117,5042149,SRC=250/250:AT-0018.6: Doing timesync roundtrip
1683545361.87224507,5057143,SRC=250/250:AT-0018.7: Received TIMESYNC response after 0.0000
1683545362.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683545362.43701911,5621917,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1683545362.46700716,5651905,SRC=250/250:AT-0019.3: RC values good
1683545362.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683545362.53448009,5719378,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683545362.84185719,6026755,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683545363.83979106,7024689,SRC=250/250:AT-0020.6: Doing timesync roundtrip
1683545363.87477708,7059675,SRC=250/250:AT-0020.7: Received TIMESYNC response after 0.0000
1683545364.07469702,7259595,SRC=250/250:AT-0020.9: Item (MISSION_ITEM_INT {target_system :
1683545364.07969499,7264593,Frame: QUAD/PLUS
1683545364.08469319,7269591,SRC=250/250:AT-0020.9: AP: Flight plan received
1683545364.27211809,7457016,SRC=250/250:AT-0021.1: Requesting item 0 (remaining=2)
1683545364.27711606,7462014,SRC=250/250:AT-0021.1: Requesting item 1 (remaining=1)
1683545364.28461313,7469511,SRC=250/250:AT-0021.1: Type is 0
1683545364.84438920,8029287,SRC=250/250:AT-0021.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683545365.21923900,8404137,GPS 1: detected as u-blox at 230400 baud
1683545365.22173810,8406636,SRC=250/250:AT-0022.0: AP: GPS 1: detected as u-blox at 230400
1683545365.84482217,9029720,SRC=250/250:AT-0022.6: Waiting for ready to arm
1683545365.86981201,9054710,SRC=250/250:AT-0022.7: Sending param_request_read for (AHRS_EK
1683545366.15469813,9339596,SRC=250/250:AT-0022.9: Waiting for EKF value 831
1683545366.26965213,9454550,SRC=250/250:AT-0023.1: Wait EKF.flags: required:831 current:16
1683545375.42932010,18614218,EKF3 IMU1 origin set
1683545375.43181920,18616717,SRC=250/250:AT-0032.2: AP: EKF3 IMU1 origin set
1683545375.47930002,18664198,Field Elevation Set: 584m
1683545375.48679709,18671695,SRC=250/250:AT-0032.3: AP: Field Elevation Set: 584m
1683545376.26731801,19452216,SRC=250/250:AT-0033.1: Wait EKF.flags: required:831 current:16
1683545387.07965803,30264556,PreArm: Need Position Estimate
1683545387.08965421,30274552,SRC=250/250:AT-0043.9: AP: PreArm: Need Position Estimate
1683545387.47450018,30659398,SRC=250/250:AT-0044.3: Wait EKF.flags: required:831 current:16
1683545398.22436500,41409263,EKF3 IMU1 is using GPS
1683545398.22936320,41414261,SRC=250/250:AT-0055.0: AP: EKF3 IMU1 is using GPS
1683545398.27184606,41456744,SRC=250/250:AT-0055.1: Waiting for GPS health
1683545398.46926713,41654165,SRC=250/250:AT-0055.3: GPS healthy
1683545399.07235909,42257257,SRC=250/250:AT-0055.9: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683545399.07485819,42259756,SRC=250/250:AT-0055.9: Doing timesync roundtrip
1683545399.27727699,42462175,SRC=250/250:AT-0056.1: Received TIMESYNC response after 0.0000
1683545399.66712117,42852019,SRC=250/250:AT-0056.5: Arm motors with MAVLink cmd
1683545399.86954021,43054438,SRC=250/250:AT-0056.7: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683545399.87203908,43056937,Arming motors
1683545399.87953615,43064434,SRC=250/250:AT-0056.7: AP: Arming motors
1683545400.84498310,44029881,SRC=250/250:AT-0057.6: Motors ARMED
1683545400.86997318,44054871,SRC=250/250:AT-0057.7: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683545400.87497115,44059869,SRC=250/250:AT-0057.7: ACK received: COMMAND_ACK {command : 22
1683545401.06989312,44254791,SRC=250/250:AT-0057.9: Waiting for Altitude=49.00 with accurac
1683545401.27231216,44457210,SRC=250/250:AT-0058.1: Altitude=0.00 (want 49.000000 +- 3.0000
1683545403.47226501,46657163,SRC=250/250:AT-0060.3: Altitude=0.05 (want 49.000000 +- 3.0000
1683545404.67178512,47856683,SRC=250/250:AT-0061.5: Altitude=1.22 (want 49.000000 +- 3.0000
1683545405.52727604,48712174,EKF3 IMU1 MAG0 in-flight yaw alignment complete
1683545405.53227401,48717172,SRC=250/250:AT-0062.3: AP: EKF3 IMU1 MAG0 in-flight yaw alignm
1683545405.67221808,48857116,SRC=250/250:AT-0062.5: Altitude=3.26 (want 49.000000 +- 3.0000
1683545406.87173820,50056636,SRC=250/250:AT-0063.7: Altitude=6.33 (want 49.000000 +- 3.0000
1683545407.87217116,51057069,SRC=250/250:AT-0064.7: Altitude=8.80 (want 49.000000 +- 3.0000
1683545409.07752204,52262420,SRC=250/250:AT-0065.9: Altitude=11.80 (want 49.000000 +- 3.000
1683545410.07712221,53262020,SRC=250/250:AT-0066.9: Altitude=14.30 (want 49.000000 +- 3.000
1683545411.27497602,54459874,SRC=250/250:AT-0068.1: Altitude=17.30 (want 49.000000 +- 3.000
1683545412.47949409,55664392,SRC=250/250:AT-0069.3: Altitude=20.30 (want 49.000000 +- 3.000
1683545413.47492909,56659827,SRC=250/250:AT-0070.3: Altitude=22.79 (want 49.000000 +- 3.000
1683545414.67944717,57864345,SRC=250/250:AT-0071.5: Altitude=25.79 (want 49.000000 +- 3.000
1683545415.67238307,58857281,SRC=250/250:AT-0072.5: Altitude=28.29 (want 49.000000 +- 3.000
1683545416.87190318,60056801,SRC=250/250:AT-0073.7: Altitude=31.29 (want 49.000000 +- 3.000
1683545417.87483501,61059733,SRC=250/250:AT-0074.7: Altitude=33.78 (want 49.000000 +- 3.000
1683545419.07685399,62261752,SRC=250/250:AT-0075.9: Altitude=36.78 (want 49.000000 +- 3.000
1683545420.07478809,63259686,SRC=250/250:AT-0076.9: Altitude=39.27 (want 49.000000 +- 3.000
1683545421.27430820,64459206,SRC=250/250:AT-0078.1: Altitude=42.27 (want 49.000000 +- 3.000
1683545422.27224207,65457140,SRC=250/250:AT-0079.1: Altitude=44.74 (want 49.000000 +- 3.000
1683545423.47676015,66661658,SRC=250/250:AT-0080.3: Altitude=47.26 (want 49.000000 +- 3.000
1683545424.47469401,67659592,SRC=250/250:AT-0081.3: Altitude=48.74 (want 49.000000 +- 3.000
1683545424.87703300,68061931,SRC=250/250:AT-0081.7: Attained Altitude=49.178
1683545425.83998108,69024879,SRC=250/250:AT-0082.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683545425.84248018,69027378,Mission: 1 WP
1683545425.84747815,69032376,SRC=250/250:AT-0082.6: AP: Mission: 1 WP
1683545426.84208012,70026978,SRC=250/250:AT-0083.6: Got mode AUTO
1683545427.06948900,70254387,SRC=250/250:AT-0083.9: wait for waypoint ranges start=1 end=1
1683545427.46433115,70649229,SRC=250/250:AT-0084.3: WP 1 (wp_dist=823 Alt=634.28), current_
1683545428.66968203,71854580,SRC=250/250:AT-0085.5: WP 1 (wp_dist=821 Alt=634.31), current_
1683545429.86920214,73054100,SRC=250/250:AT-0086.7: WP 1 (wp_dist=816 Alt=634.33), current_
1683545431.06705618,74251954,SRC=250/250:AT-0087.9: WP 1 (wp_dist=808 Alt=634.34), current_
1683545432.26990819,75454806,SRC=250/250:AT-0089.1: WP 1 (wp_dist=798 Alt=634.33), current_
1683545433.46692920,76651827,SRC=250/250:AT-0090.3: WP 1 (wp_dist=786 Alt=634.33), current_
1683545434.66728210,77852180,SRC=250/250:AT-0091.5: WP 1 (wp_dist=775 Alt=634.33), current_
1683545435.86930108,79054199,SRC=250/250:AT-0092.7: WP 1 (wp_dist=763 Alt=634.34), current_
1683545437.06965399,80254552,SRC=250/250:AT-0093.9: WP 1 (wp_dist=751 Alt=634.35), current_
1683545438.27000713,81454905,SRC=250/250:AT-0095.1: WP 1 (wp_dist=739 Alt=634.35), current_
1683545439.46952701,82654425,SRC=250/250:AT-0096.3: WP 1 (wp_dist=727 Alt=634.35), current_
1683545440.66988015,83854778,SRC=250/250:AT-0097.5: WP 1 (wp_dist=715 Alt=634.35), current_
1683545441.86940002,85054298,SRC=250/250:AT-0098.7: WP 1 (wp_dist=703 Alt=634.34), current_
1683545443.06475520,86249653,SRC=250/250:AT-0099.9: WP 1 (wp_dist=691 Alt=634.33), current_
1683545444.26677418,87451672,SRC=250/250:AT-0101.1: WP 1 (wp_dist=679 Alt=634.33), current_
1683545445.46462798,88649526,SRC=250/250:AT-0102.3: WP 1 (wp_dist=667 Alt=634.32), current_
1683545446.66498113,89849879,SRC=250/250:AT-0103.5: WP 1 (wp_dist=655 Alt=634.32), current_
1683545447.86700010,91051898,SRC=250/250:AT-0104.7: WP 1 (wp_dist=643 Alt=634.31), current_
1683545449.06985211,92254750,SRC=250/250:AT-0105.9: WP 1 (wp_dist=631 Alt=634.31), current_
1683545450.26437402,93449272,SRC=250/250:AT-0107.1: WP 1 (wp_dist=619 Alt=634.30), current_
1683545451.46722603,94652124,SRC=250/250:AT-0108.3: WP 1 (wp_dist=607 Alt=634.30), current_
1683545452.66424704,95849145,SRC=250/250:AT-0109.5: WP 1 (wp_dist=595 Alt=634.29), current_
1683545453.86709905,97051997,SRC=250/250:AT-0110.7: WP 1 (wp_dist=583 Alt=634.29), current_
1683545455.06745219,98252350,SRC=250/250:AT-0111.9: WP 1 (wp_dist=571 Alt=634.28), current_
1683545456.26447320,99449371,SRC=250/250:AT-0113.1: WP 1 (wp_dist=559 Alt=634.28), current_
1683545457.46982408,100654722,SRC=250/250:AT-0114.3: WP 1 (wp_dist=547 Alt=634.27), current_
1683545458.55605602,101740954,Attack Starts
1683545458.55938816,101744286,SRC=250/250:AT-0115.4: AP: Attack Starts
1683545458.66934419,101854242,SRC=250/250:AT-0115.5: WP 1 (wp_dist=535 Alt=634.21), current_
1683545459.55648899,102741387,Attack Stops
1683545459.56481910,102749717,SRC=250/250:AT-0116.4: AP: Attack Stops
1683545459.77973318,102964631,EKF Failsafe: changed to LAND Mode
1683545459.78723001,102972128,SRC=250/250:AT-0116.6: AP: EKF Failsafe: changed to LAND Mode
1683545459.87719417,103062092,SRC=250/250:AT-0116.7: set_parameters: ({})
1683545460.03962898,103224527,EKF3 IMU1 emergency yaw reset
1683545460.04212809,103227026,SRC=250/250:AT-0116.9: AP: EKF3 IMU1 emergency yaw reset
1683545461.26747108,104452369,Potential Thrust Loss (3)
1683545461.27746701,104462365,SRC=250/250:AT-0118.1: AP: Potential Thrust Loss (3)
1683545461.47988605,104664784,GPS Glitch or Compass error
1683545461.48738313,104672281,SRC=250/250:AT-0118.3: AP: GPS Glitch or Compass error
1683545461.77976608,104964664,EKF Failsafe Cleared
1683545461.78476405,104969662,SRC=250/250:AT-0118.6: AP: EKF Failsafe Cleared
1683545461.83974218,105024640,SRC=250/250:AT-0118.6: Disarm motors with MAVLink cmd
1683545461.86473203,105049630,Disarming motors
1683545461.87222910,105057127,SRC=250/250:AT-0118.7: ACK received: COMMAND_ACK {command : 40
1683545461.87722707,105062125,SRC=250/250:AT-0118.7: AP: Disarming motors
1683545462.06965017,105254548,SRC=250/250:AT-0118.9: Waiting for disarm (0.00s so far of all
1683545462.84184098,106026739,SRC=250/250:AT-0119.7: Force-rebooting SITL
1683545463.11339903,106298297,SIM Hit ground at 14.94813 m/s
1683545463.11673117,106301629,SRC=250/250:AT-0119.9: AP: SIM Hit ground at 14.94813 m/s
1683545463.84477305,107029671,SRC=250/250:AT-0120.7: Sending param_request_read for (STAT_RE
1683545463.85227013,107037168,SRC=250/250:AT-0120.7: Sending param_request_read for (STAT_BO
