timestamp,TimeUS,Message
1683641714.08502722,2269925,Frame: QUAD/PLUS
1683641714.08752608,2272424,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1683641714.26995301,2454851,SRC=250/250:AT-0016.1: Reboot complete
1683641714.27245212,2457350,SRC=250/250:AT-0016.1: set_parameters: ({})
1683641714.37990904,2564807,RC7: SaveWaypoint LOW
1683641714.38490701,2569805,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1683641714.47237206,2657270,SRC=250/250:AT-0016.3: Waiting for a heartbeat with mavlink pr
1683641714.84222412,3027122,SRC=250/250:AT-0016.7: Waiting for mode STABILIZE
1683641715.84432316,4029221,SRC=250/250:AT-0017.7: Setting up RC parameters
1683641716.06423521,4249133,SRC=250/250:AT-0017.9: Waiting for mode STABILIZE
1683641716.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683641716.08422709,4269125,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1683641716.08672619,4271624,AHRS: EKF3 active
1683641716.08922505,4274123,SRC=250/250:AT-0017.9: AP: EKF3 IMU0 initialised
1683641716.09172416,4276622,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683641716.83975816,5024656,Frame: QUAD/PLUS
1683641716.84475613,5029654,Frame: QUAD/PLUS
1683641716.84725499,5032153,SRC=250/250:AT-0018.7: AP: Fence Indexed OK
1683641716.84975410,5034652,Frame: QUAD/PLUS
1683641716.85725117,5042149,SRC=250/250:AT-0018.7: Doing timesync roundtrip
1683641716.87224507,5057143,SRC=250/250:AT-0018.7: Received TIMESYNC response after 0.0000
1683641717.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683641717.43951821,5624416,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 tilt alignment complete
1683641717.46950603,5654404,SRC=250/250:AT-0019.3: RC values good
1683641717.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683641717.53198099,5716879,SRC=250/250:AT-0019.4: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683641717.84185719,6026755,SRC=250/250:AT-0019.7: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683641718.84229016,7027188,SRC=250/250:AT-0020.7: Doing timesync roundtrip
1683641718.87227821,7057176,SRC=250/250:AT-0020.7: Received TIMESYNC response after 0.0000
1683641719.07469702,7259595,SRC=250/250:AT-0020.9: Item (MISSION_ITEM_INT {target_system :
1683641719.07969499,7264593,SRC=250/250:AT-0020.9: Handling request for item 1/1
1683641719.08219409,7267092,Frame: QUAD/PLUS
1683641719.08969116,7274589,SRC=250/250:AT-0020.9: AP: Flight plan received
1683641719.27461720,7459515,SRC=250/250:AT-0021.1: Requesting item 0 (remaining=2)
1683641719.28211403,7467012,SRC=250/250:AT-0021.1: Requesting item 1 (remaining=1)
