timestamp,TimeUS,Message
1683640969.08169508,2266593,Frame: QUAD/PLUS
1683640969.09252405,2277422,SRC=250/250:AT-0015.9: AP: AHRS: DCM active
1683640969.26745415,2452352,SRC=250/250:AT-0016.1: Reboot complete
1683640969.26995301,2454851,SRC=250/250:AT-0016.1: set_parameters: ({})
1683640969.37990904,2564807,RC7: SaveWaypoint LOW
1683640969.38490701,2569805,SRC=250/250:AT-0016.2: AP: RC7: SaveWaypoint LOW
1683640969.46487498,2649773,SRC=250/250:AT-0016.3: Waiting for a heartbeat with mavlink pr
1683640969.83972502,3024623,SRC=250/250:AT-0016.6: Waiting for mode STABILIZE
1683640970.84182405,4026722,SRC=250/250:AT-0017.6: Setting up RC parameters
1683640971.06673408,4251632,SRC=250/250:AT-0017.9: Waiting for mode STABILIZE
1683640971.07922912,4264127,RC7: SaveWaypoint MIDDLE
1683640971.08422709,4269125,SRC=250/250:AT-0017.9: AP: RC7: SaveWaypoint MIDDLE
1683640971.08672619,4271624,AHRS: EKF3 active
1683640971.09172416,4276622,SRC=250/250:AT-0017.9: AP: AHRS: EKF3 active
1683640971.83975816,5024656,Frame: QUAD/PLUS
1683640971.84725499,5032153,Frame: QUAD/PLUS
1683640971.85225320,5037151,Frame: QUAD/PLUS
1683640971.85975003,5044648,SRC=250/250:AT-0018.7: Doing timesync roundtrip
1683640971.86974621,5054644,SRC=250/250:AT-0018.7: Received TIMESYNC response after 0.0000
1683640972.43202114,5616919,EKF3 IMU1 tilt alignment complete
1683640972.43951821,5624416,SRC=250/250:AT-0019.2: AP: EKF3 IMU1 tilt alignment complete
1683640972.46950603,5654404,SRC=250/250:AT-0019.3: RC values good
1683640972.52948213,5714380,EKF3 IMU1 MAG0 initial yaw alignment complete
1683640972.53697920,5721877,SRC=250/250:AT-0019.3: AP: EKF3 IMU1 MAG0 initial yaw alignmen
1683640972.84435606,6029254,SRC=250/250:AT-0019.6: Sending COMMAND_LONG to (1,1) (MAV_CMD_
1683640973.84229016,7027188,SRC=250/250:AT-0020.6: Doing timesync roundtrip
1683640973.87977505,7064673,SRC=250/250:AT-0020.7: Received TIMESYNC response after 0.0000
1683640974.07469702,7259595,SRC=250/250:AT-0020.9: Item (MISSION_ITEM_INT {target_system :
